[Reset Manager] Reset file was loaded successfully!
[GX HELPER ATTACK] File loaded successfully!
[Notice System] #2 Fail on load notice: 10
[Notice System] #2 Fail on load notice: 11
[Notice System] #2 Fail on load notice: 12
[Notice System] #2 Fail on load notice: 13
[Notice System] #2 Fail on load notice: 14
[Notice System] #2 Fail on load notice: 15
[Notice System] #2 Fail on load notice: 16
[Notice System] #2 Fail on load notice: 17
[Notice System] File loaded successfullly!
[CashShopManager] File loaded Sucessfully!
[CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6710, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 2]
[CashShopManager][ItemList][Coin: 0,  Category: 5] Add Item [Index: 3625, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 5] Add Item [Index: 3626, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4101, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4096, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4102, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4104, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4105, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4097, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4112, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4113, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4117, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4098, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4100, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4103, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4099, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4114, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4118, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4106, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4107, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4108, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4109, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4110, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4115, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4120, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4111, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4116, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4119, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4121, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4122, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4123, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4124, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4135, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4136, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4137, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 6] Add Item [Index: 4138, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4613, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4608, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4614, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4616, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4617, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4609, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4624, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4625, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4629, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4610, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4612, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4615, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4611, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4626, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4630, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4618, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4619, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4620, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4621, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4622, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4627, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4632, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4623, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4628, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4631, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4633, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4634, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4635, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4636, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4647, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4648, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4649, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 7] Add Item [Index: 4650, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5125, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5120, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5126, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5128, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5129, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5121, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5136, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5137, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5141, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5122, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5124, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5127, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5123, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5138, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5142, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5130, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5131, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5132, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5133, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5134, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5139, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5144, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5135, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5140, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5143, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5145, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5146, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5147, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5148, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5159, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5160, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5161, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 8] Add Item [Index: 5162, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5637, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5632, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5638, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5640, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5641, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5633, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5648, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5649, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5653, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5634, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5636, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5639, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5635, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5650, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5654, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5642, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5643, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5644, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5645, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5646, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5651, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5656, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5647, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5652, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5655, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5657, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5658, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5659, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5660, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5671, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5672, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5673, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 9] Add Item [Index: 5674, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 10] Add Item [Index: 6144, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[CashShopManager][ItemList][Coin: 0,  Category: 10] Add Item [Index: 6145, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[CashShopManager][ItemList][Coin: 0,  Category: 10] Add Item [Index: 6146, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[CashShopManager][ItemList][Coin: 0,  Category: 10] Add Item [Index: 6147, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[CashShopManager][ItemList][Coin: 0,  Category: 10] Add Item [Index: 6148, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[CashShopManager][ItemList][Coin: 0,  Category: 10] Add Item [Index: 6149, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[CashShopManager][ItemList][Coin: 0,  Category: 10] Add Item [Index: 6150, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[CashShopManager][ItemList][Coin: 0,  Category: 10] Add Item [Index: 6686, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[CashShopManager][ItemList][Coin: 0,  Category: 10] Add Item [Index: 6185, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[CashShopManager][ItemList][Coin: 0,  Category: 10] Add Item [Index: 6186, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[CashShopManager][ItemList][Coin: 0,  Category: 11] Add Item [Index: 6159, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 11] Add Item [Index: 7190, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 11] Add Item [Index: 7209, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 11] Add Item [Index: 6174, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 10]
[CashShopManager][ItemList][Coin: 0,  Category: 11] Add Item [Index: 6174, Lvl: 1, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 18]
[CashShopManager][ItemList][Coin: 0,  Category: 11] Add Item [Index: 6174, Lvl: 2, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 25]
